male.ID,ng.g,age.sample,mrank_birth,unit.size.cont,pat.sibs.sample,cum.rain,min.Temp,max.Temp,year,sample.date,month.sample,year.sample,mrank_prop
CRI,308.42,5.3,0,5,0,0,6.33,12.48,2019,1/16/19,1,2019,0.75
CRU,459.17,5.2,0.666666667,5,0,0,6.33,12.48,2019,1/16/19,1,2019,1
MUF,185.06,4.9,0.666666667,5,2,0,6.52,12.76,2019,1/23/19,1,2019,0.666666667
MEK,210.36,5,1,5,2,0,6.52,12.76,2019,1/23/19,1,2019,1
AGA,474.12,7.1,1,5,0,0,6.57,13.04,2019,1/26/19,1,2019,0.6
VIM,348.82,7,0.166666667,6,3,0,6.77,13.32,2019,1/28/19,1,2019,0.285714286
VLA,443.11,6.6,0.333333333,7,3,0,6.77,13.32,2019,1/28/19,1,2019,0.4
VAI,384.17,5.5,0.666666667,6,2,0,6.77,13.32,2019,1/28/19,1,2019,0.8
TOA,387.48,7.1,0.833333333,7,2,0,6.77,13.32,2019,1/28/19,1,2019,0.857142857
DRO,418.5,5.7,0.333333333,7,0,0,7.1,14.79,2019,2/4/19,2,2019,0.666666667
AGA,745.6,7.1,1,5,0,0,7.81,16.21,2019,2/12/19,2,2019,0.6
DIL,442.9,8.3,0,4,1,1.5,8.05,16.56,2019,2/14/19,2,2019,0.67
DOP,412.5,7.4,1,7,0,1.5,8.05,16.56,2019,2/14/19,2,2019,1
VLA,327.28,6.7,0.333333333,7,3,2.2,8.51,17.35,2019,2/19/19,2,2019,0.4
VLA,763.86,6.7,0.333333333,7,3,2.2,8.6,17.55,2019,2/20/19,2,2019,0.4
TOA,496.85,7.2,0.833333333,7,2,2.2,8.6,17.55,2019,2/20/19,2,2019,0.857142857
VIM,570.57,7.1,0.166666667,6,3,2.2,8.6,17.55,2019,2/20/19,2,2019,0.285714286
VAD,465.9,0.4,0.4,6,2,2.2,8.7,17.73,2019,2/21/19,2,2019,0.4
CRU,316.7,5.3,0.666666667,5,0,2.2,8.79,17.89,2019,2/22/19,2,2019,1
DRO,178.51,5.8,0.333333333,7,0,7,9.2,18.16,2019,3/2/19,3,2019,0.666666667
JAR,302.95,6.8,0,2,0,7,9.2,18.16,2019,3/2/19,3,2019,0
DOP,198.42,7.4,1,7,1,7,9.43,18.04,2019,3/4/19,3,2019,1
MUF,412.79,5,0.666666667,5,2,7,9.93,17.96,2019,3/13/19,3,2019,0.666666667
MOH,291.94,4.5,0.333333333,4,2,7,9.93,17.96,2019,3/13/19,3,2019,0.5
VLA,346.88,6.8,0.333333333,7,3,6,10.23,18.05,2019,3/15/19,3,2019,0.4
CAE,325.36,6.1,1,3,0,6,10.23,18.05,2019,3/15/19,3,2019,1
CRI,264.82,5.5,0,5,0,13.8,10.54,18.26,2019,3/19/19,3,2019,0.75
CRU,116.31,5.4,0.666666667,5,0,13.8,10.54,18.26,2019,3/19/19,3,2019,1
DIL,163.91,8.4,0,4,1,15,10.83,18.61,2019,3/22/19,3,2019,0.666666667
VIM,291.8,7.2,0.166666667,6,3,15,10.83,18.61,2019,3/22/19,3,2019,0.285714286
DOP,599.48,7.5,1,7,1,10.3,11.42,19.36,2019,4/2/19,4,2019,1
DIL,461.29,8.4,0,4,1,10.3,11.42,19.36,2019,4/2/19,4,2019,0.666666667
JAR,403.64,6.9,0,2,0,10.3,11.44,19.39,2019,4/3/19,4,2019,0
DRO,237.02,5.9,0.333333333,7,0,10.3,11.5,19.51,2019,4/5/19,4,2019,0.666666667
CRU,208.05,5.4,0.666666667,5,0,11.7,11.89,19.84,2019,4/9/19,4,2019,1
VAI,186.18,5.7,0.666666667,6,2,11.7,11.89,19.84,2019,4/9/19,4,2019,0.8
CRI,237.28,5.5,0,5,0,11.7,11.89,19.84,2019,4/9/19,4,2019,0.75
VIM,350,7.2,0.166666667,6,3,11.7,11.89,19.84,2019,4/9/19,4,2019,0.285714286
CAE,241.46,6.2,1,3,0,11.7,11.89,19.84,2019,4/9/19,4,2019,1
TOA,541.72,7.3,0.833333333,7,2,12.2,12.05,20.09,2019,4/11/19,4,2019,0.857142857
VLA,357.86,6.8,0.333333333,7,3,12.2,12.05,20.09,2019,4/11/19,4,2019,0.4
MOH,269.09,4.6,0.333333333,4,2,13.3,11.66,20.52,2019,4/15/19,4,2019,0.5
MUF,281.34,5.1,0.666666667,5,2,13.3,11.66,20.52,2019,4/15/19,4,2019,0.666666667
MEK,192.2,5.2,1,5,2,9.1,11.54,20.73,2019,4/17/19,4,2019,1
CLU,245.5,1,1,5,0,36.6,10.85,20.72,2019,4/22/19,4,2019,1
MOH,364.62,4.6,0.333333333,4,2,52.6,9.92,21.71,2019,5/3/19,5,2019,0.5
JAR,443.84,7,0,2,0,52.6,9.92,21.71,2019,5/3/19,5,2019,0
DRO,330.56,5.9,0.333333333,7,0,60.8,9.31,22.61,2019,5/8/19,5,2019,0.666666667
DOP,304.07,7.6,1,7,1,60.8,9.31,22.61,2019,5/8/19,5,2019,1
DIL,316.42,8.5,0,4,1,60.8,9.31,22.61,2019,5/8/19,5,2019,0.666666667
CAE,361.07,6.3,1,3,0,147.4,8.33,21.11,2019,5/27/19,5,2019,1
CRI,330.13,5.7,0,5,0,147.4,8.33,21.11,2019,5/27/19,5,2019,0.75
MEK,179.59,5.3,1,5,2,147.4,8.33,21.11,2019,5/27/19,5,2019,1
MUF,228.64,5.2,0.666666667,5,2,147.4,8.33,21.11,2019,5/27/19,5,2019,0.666666667
VAI,271.55,5.9,0.666666667,6,2,147.4,8.33,21.11,2019,5/27/19,5,2019,0.833333333
CAE,359.34,6.3,1,3,0,211.5,7.9,19.03,2019,6/5/19,6,2019,1
DOP,295.82,7.7,1,7,0,221.5,7.83,18.66,2019,6/6/19,6,2019,1
DIL,255.37,8.6,0,4,1,221.5,7.83,18.66,2019,6/6/19,6,2019,0.67
VIL,357.44,1.2,0,8,2,286.4,7.72,18.3,2019,6/7/19,6,2019,0
MUF,369.64,5.2,0.666666667,5,2,286.4,7.72,18.3,2019,6/7/19,6,2019,0.666666667
VAI,614.78,5.9,0.666666667,6,2,332,7.43,17.91,2019,6/10/19,6,2019,0.857142857
CLU,480.85,1.1,1,4,0,369.7,7.33,15.76,2019,6/18/19,6,2019,1
VIM,915.5,7.5,0.166666667,8,2,281.8,7.59,14.71,2019,7/1/19,7,2019,0.285714286
CRU,422.59,5.7,0.666666667,5,0,322.1,7.57,14.16,2019,7/5/19,7,2019,1
MYT,410.96,4.6,0.285714286,8,1,225.1,7.9,14.09,2019,7/8/19,7,2019,0.571428571
VAI,312.54,6,0.666666667,6,1,259.6,8.06,14.03,2019,7/11/19,7,2019,0.857142857
JAR,409.82,7.2,0,2,0,276.3,8.18,14.05,2019,7/19/19,7,2019,0
DRO,294.17,6.1,0.333333333,7,0,279.5,8.18,14.12,2019,7/20/19,7,2019,0.666666667
CAE,1237.92,6.5,1,3,0,279.5,8.18,14.12,2019,7/20/19,7,2019,1
VIM,424.44,7.6,0.166666667,8,2,426,9.73,14.39,2019,8/20/19,8,2019,0.285714286
MUF,530.37,5.4,0.666666667,5,2,441,9.86,14.77,2019,8/23/19,8,2019,0.666666667
MEK,249.44,5.6,1,5,2,441,9.86,14.77,2019,8/23/19,8,2019,1
MOH,557.18,5,0.333333333,4,2,441,9.86,14.77,2019,8/23/19,8,2019,0.5
JAR,718.94,7.3,0,2,0,342.6,9.71,15.64,2019,9/6/19,9,2019,0
DRO,353.95,6.3,0.333333333,7,0,228.1,9.67,15.92,2019,10/2/19,10,2019,1
TOA,387.33,7.8,0.833333333,7,1,228.35,9.66,16.04,2019,10/3/19,10,2019,0.857142857
CRI,436.9,6,0,5,0,216.75,9.18,16.32,2019,10/8/19,10,2019,0.75
VAI,334.62,6.2,0.666666667,6,1,229.25,8.98,16.3,2019,10/9/19,10,2019,0.714285714
VIM,332.87,7.7,0.166666667,8,2,229.25,8.98,16.3,2019,10/9/19,10,2019,0.285714286
CAE,507.94,6.7,1,3,0,205.75,8.91,16.32,2019,10/10/19,10,2019,1
CRU,561.41,6,0.666666667,5,0,144.8,7.97,16.44,2019,11/1/19,11,2019,1
VIQ,222.9,4.4,0.5,8,0,143.85,7.77,16.35,2019,11/4/19,11,2019,0.714285714
MUF,169.07,5.7,0.666666667,5,2,170.45,7.57,16.03,2019,11/14/19,11,2019,0.666666667
MEK,124.09,5.8,1,5,2,170.45,7.57,16.03,2019,11/14/19,11,2019,1
TOA,581.31,7.9,0.833333333,7,1,161.95,7.45,16.07,2019,11/15/19,11,2019,0.857142857
VIM,238.15,7.8,0.166666667,8,2,161.95,7.45,16.07,2019,11/15/19,11,2019,0.285714286
MOH,257.82,5.3,0.333333333,5,2,95.3,7.18,15.93,2019,12/11/19,12,2019,0.5
CRU,369.64,6.1,0.666666667,5,0,89.8,7.04,15.95,2019,12/13/19,12,2019,1
CRI,1891.93,6.2,0,5,0,89.8,7.04,15.95,2019,12/13/19,12,2019,0.75
CLU,780.82,1.6,1,4,0,78.1,6.55,15.55,2019,12/21/19,12,2019,1
KOK,240.69,4.2,1,4,0,65.1,6.2,15.46,2019,12/23/19,12,2019,1
MEK,345.39,5.9,1,5,2,65.1,6.2,15.46,2019,12/23/19,12,2019,1
MUF,545.43,5.8,0.666666667,5,2,65.1,6.2,15.46,2019,12/23/19,12,2019,0.75
JEM,419.29,4.2,0,2,0,20.1,6.03,15.42,2019,12/24/19,12,2019,1
TOA,914.5,8,0.833333333,7,1,7.3,5.3,15.1,2019,12/30/19,12,2019,0.857142857
VAI,305.11,6.5,0.666666667,6,1,7.3,5.22,15.09,2019,12/31/19,12,2019,0.571428571
VIM,242.76,8,0.166666667,8,2,7.3,5.22,15.09,2019,12/31/19,12,2019,0.285714286
DRO,568.42,6.6,0.333333333,7,0,7.3,5.22,15.09,2019,12/31/19,12,2019,0.5
KOK,325.18,4.2,1,4,0,7.3,5.45,15.21,2020,1/6/20,1,2020,1
CLU,387.03,1.7,1,4,0,7.3,5.41,15.15,2020,1/9/20,1,2020,1
MEK,211.22,6,1,5,2,0.2,5.24,15.09,2020,1/14/20,1,2020,1
CAE,450.77,7,1,3,0,0.2,5.24,15.09,2020,1/14/20,1,2020,1
VAI,415.38,6.5,0.666666667,6,1,0.2,5.24,15.09,2020,1/14/20,1,2020,0.571428571
TOA,1161.68,8.1,0.833333333,7,1,0.2,5.18,15.18,2020,1/17/20,1,2020,0.857142857
VIM,617.73,8,0.166666667,8,2,0.2,5.18,15.18,2020,1/17/20,1,2020,0.285714286
VIQ,381.63,4.6,0.5,8,0,0,5.09,15.46,2020,1/21/20,1,2020,0.714285714
JEM,421.62,4.3,0,2,0,0,5.09,15.46,2020,1/21/20,1,2020,1
CRU,534.23,6.2,0.666666667,5,0,0,5.15,15.51,2020,1/22/20,1,2020,1
MUF,619.46,5.8,0.666666667,5,2,0,5.15,15.51,2020,1/22/20,1,2020,0.75
MOH,535.74,5.4,0.333333333,5,2,0,5.15,15.51,2020,1/22/20,1,2020,0.5
TOA,255.94,8.1,0.833333333,7,1,0,5.24,15.56,2020,1/25/20,1,2020,0.857142857
VIM,595.28,8,0.166666667,8,2,0,5.24,15.56,2020,1/25/20,1,2020,0.285714286
DRO,712.5,6.7,0.333333333,7,0,0,5.25,15.86,2020,1/31/20,1,2020,0.5
MOH,448.27,5.4,0.333333333,5,2,0,5.25,15.86,2020,1/31/20,1,2020,0.5
CRU,383.68,6.3,0.666666667,5,0,0,5.25,15.86,2020,1/31/20,1,2020,1
VIM,267.26,8.1,0.166666667,8,2,0,5.06,15.78,2020,2/5/20,2,2020,0.285714286
JEM,289.38,4.3,0,2,0,0,5.06,15.78,2020,2/5/20,2,2020,0
VIQ,315,4.6,0.5,8,0,0,5.47,16.29,2020,2/11/20,2,2020,0.714285714
CAE,421.72,7,1,3,0,0,5.57,16.31,2020,2/12/20,2,2020,1
TYB,353.78,4.6,0.5,4,NA,0,5.8,16.62,2020,2/17/20,2,2020,NA
VAI,519.25,6.6,0.666666667,6,1,0,5.8,16.62,2020,2/17/20,2,2020,0.571428571
DRO,233.17,6.7,0.333333333,7,0,0,5.96,16.91,2020,2/19/20,2,2020,0.5
TOA,528.23,8.2,0.833333333,7,1,0,6.02,17.04,2020,2/20/20,2,2020,0.857142857
VAI,397.55,6.6,0.666666667,6,1,NA,NA,NA,2020,3/1/20,3,2020,0.714285714
TOA,903.86,8.2,0.833333333,7,1,NA,NA,NA,2020,3/2/20,3,2020,0.857142857
VAI,541.12,6.6,0.666666667,6,1,NA,NA,NA,2020,3/3/20,3,2020,0.714285714
CRU,211.19,6.3,0.666666667,5,0,NA,NA,NA,2020,3/3/20,3,2020,1
TYB,241.18,4.6,0.5,4,NA,NA,NA,NA,2020,3/5/20,3,2020,NA
VIM,329.7,8.1,0.166666667,8,2,NA,NA,NA,2020,3/6/20,3,2020,0.285714286
DRO,356.56,6.8,0.333333333,7,0,NA,NA,NA,2020,3/6/20,3,2020,0
JEM,120.23,4.4,0,2,0,NA,NA,NA,2020,3/7/20,3,2020,0
VIQ,733.21,4.7,0.5,8,0,NA,NA,NA,2020,3/7/20,3,2020,0.571428571
TAB,244.59,4.5,0.125,4,0,NA,NA,NA,2020,3/12/20,3,2020,0
MUF,119.73,6,0.666666667,5,2,NA,NA,NA,2020,3/13/20,3,2020,0.75
