male.ID,ng.g,age.sample,mrank_birth,unit.size.cont,pat.sibs.sample,cum.rain,min.Temp,max.Temp,year,sample.date,month.sample,year.sample,mrank_prop
ZOR,576,4.5,NA,7,4,220.2,7.68,15.18,2011,10/4/11,10,2011,NA
OAS,244.83,4.1,NA,7,5,220.2,7.68,15.18,2011,10/4/11,10,2011,0.333333333
SEA,394,3.9,NA,5,1,210.8,7.68,15.41,2011,10/5/11,10,2011,0.5
DON,379.76,5.1,NA,5,1,210.8,7.68,15.41,2011,10/5/11,10,2011,1
TEC,340.84,4.1,NA,8,2,210.8,7.68,15.41,2011,10/5/11,10,2011,0.857142857
DIL,735.18,0.9,0,4,2,151,7.54,15.91,2011,10/10/11,10,2011,0.5
CUE,500.75,1,1,5,4,148.6,7.49,15.94,2011,10/11/11,10,2011,0.857142857
ERI,296.7,1.7,0,4,4,148.6,7.49,15.94,2011,10/11/11,10,2011,0
ISA,379.65,1.3,0.5,3,4,148.6,7.49,15.94,2011,10/11/11,10,2011,0.428571429
DON,348,5.1,NA,5,1,138.6,7.45,16.01,2011,10/12/11,10,2011,1
SEA,201.44,4,NA,5,1,138.6,7.45,16.01,2011,10/12/11,10,2011,0.5
VEX,206.4,3.9,NA,7,2,82.4,7.38,16.19,2011,10/17/11,10,2011,0.666666667
SEA,303.13,4,NA,5,1,77.4,7.33,16.26,2011,10/18/11,10,2011,0.5
DON,157.97,5.1,NA,5,1,77.4,7.33,16.26,2011,10/18/11,10,2011,1
CLY,244.91,1.6,0.333333333,2,4,56.5,7.24,16.51,2011,10/22/11,10,2011,0.714285714
DAL,192.68,2.5,0.25,4,1,56.5,7.24,16.51,2011,10/22/11,10,2011,0
TEC,156.63,4.1,NA,8,2,46.5,7.18,16.42,2011,10/24/11,10,2011,0.857142857
VEX,209.32,3.9,NA,7,2,46.5,7.18,16.42,2011,10/24/11,10,2011,0.666666667
DON,226.14,5.1,NA,5,1,26.3,7.14,16.39,2011,10/25/11,10,2011,1
SEA,180.69,4,NA,5,1,26.3,7.14,16.39,2011,10/25/11,10,2011,0.5
ZIR,186.41,1.9,0.4,8,3,10.8,7.1,16.41,2011,10/26/11,10,2011,0.833333333
ZAI,202.04,2.2,0,8,3,10.8,7.1,16.41,2011,10/26/11,10,2011,0.333333333
XAV,139.45,2.8,NA,7,4,10.8,7.1,16.41,2011,10/26/11,10,2011,0.5
TEC,205.06,4.2,NA,8,2,9.9,7.08,16.51,2011,10/27/11,10,2011,0.857142857
OAS,131.57,4.1,NA,7,5,16.9,7.09,16.52,2011,10/31/11,10,2011,0.333333333
DUD,127.94,3.2,NA,7,5,37.9,7.1,16.43,2011,11/1/11,11,2011,1
TAU,196.71,4.8,0.5,7,2,8.5,7.08,16.48,2011,10/29/11,10,2011,0.714285714
BAG,161.17,3.1,NA,10,3,57.8,7.08,16.22,2011,11/3/11,11,2011,0.777777778
DIL,391.2,1,0,4,2,56.3,7.04,16.16,2011,11/4/11,11,2011,0.5
TAU,215.4,4.8,0.5,7,2,56.3,7.04,16.16,2011,11/4/11,11,2011,0.714285714
OAS,740,4.2,NA,7,3,56,7.02,16.01,2011,11/6/11,11,2011,0.166666667
TOR,323.53,2,0,8,1,55.8,7,15.97,2011,11/7/11,11,2011,0.222222222
VEX,413.67,3.9,NA,7,2,55.8,7,15.97,2011,11/7/11,11,2011,0.666666667
BAG,177.68,3.2,NA,10,3,55.8,7,15.97,2011,11/7/11,11,2011,0.777777778
DAL,377.04,2.5,0.25,4,1,55.7,7,15.91,2011,11/8/11,11,2011,0
TAU,309.47,4.8,0.5,7,2,55.7,7,15.91,2011,11/8/11,11,2011,0.714285714
ORE,132.33,3.9,0,8,2,55.7,7,15.91,2011,11/8/11,11,2011,0.142857143
SEA,862.91,4,NA,5,1,55.7,7,15.91,2011,11/8/11,11,2011,0.5
ZIL,600,4.6,NA,7,5,55.8,7.02,15.87,2011,11/9/11,11,2011,0.67
BAG,582.42,3.2,NA,10,3,55.8,7.02,15.87,2011,11/9/11,11,2011,0.777777778
ZEN,128.96,4.6,NA,7,2,55.8,7.02,15.87,2011,11/9/11,11,2011,0.833333333
DUD,659.29,3.2,NA,7,5,55.8,7.02,15.87,2011,11/9/11,11,2011,1
GON,144.51,2.8,1,8,3,61.4,7,15.71,2011,11/11/11,11,2011,1
ERI,224.71,1.8,0,4,4,61.4,7,15.71,2011,11/11/11,11,2011,0
CLY,258.69,1.7,0.333333333,2,4,62,7,15.71,2011,11/12/11,11,2011,0.714285714
ISA,381.94,1.3,0.5,3,4,62,7,15.71,2011,11/12/11,11,2011,0.428571429
TEC,154.41,4.2,NA,8,2,62,7,15.71,2011,11/12/11,11,2011,1
VEX,494,4,NA,7,2,56.3,7.06,15.7,2011,11/14/11,11,2011,0.666666667
XAV,354.39,2.8,NA,7,4,56.3,7.06,15.7,2011,11/14/11,11,2011,0.666666667
OAS,446.34,4.2,NA,7,3,56.3,7.06,15.7,2011,11/14/11,11,2011,0.166666667
ZOR,470.35,4.6,NA,7,4,56.3,7.06,15.7,2011,11/14/11,11,2011,NA
SEA,404.2,4.1,NA,5,1,56.3,7.07,15.69,2011,11/15/11,11,2011,0.5
SEY,234.51,5.5,NA,8,0,56.3,7.07,15.69,2011,11/15/11,11,2011,0.375
ZEN,210.43,4.6,NA,7,2,56.3,7.07,15.69,2011,11/15/11,11,2011,0.833333333
JOK,330.99,2,0.5,2,0,56.3,7.09,15.66,2011,11/16/11,11,2011,1
TEC,437.69,4.2,NA,8,2,56.3,7.11,15.65,2011,11/17/11,11,2011,1
ISA,1315.6,1.4,0.5,3,4,56.3,7.11,15.65,2011,11/17/11,11,2011,0.428571429
TAU,240,4.8,0.5,7,2,56.3,7.11,15.65,2011,11/17/11,11,2011,0.714285714
DUD,141.45,3.3,NA,7,5,56.3,7.12,15.61,2011,11/18/11,11,2011,1
CUE,398.18,1.1,1,5,4,56.3,7.12,15.61,2011,11/18/11,11,2011,1
ZAI,401.82,2.3,0,8,3,56.3,7.1,15.54,2011,11/19/11,11,2011,0.166666667
BAG,220.34,3.2,NA,10,3,56.3,7.1,15.54,2011,11/19/11,11,2011,0.777777778
VEX,235.59,4,NA,7,2,58.3,7.04,15.47,2011,11/21/11,11,2011,0.666666667
OWE,347.23,1.9,0.833333333,8,4,58.3,7.04,15.47,2011,11/21/11,11,2011,0.571428571
ORE,240,3.9,0,8,2,58.3,7.04,15.47,2011,11/21/11,11,2011,0.142857143
SEA,385.03,4.1,NA,5,1,58.3,7.04,15.47,2011,11/21/11,11,2011,0.5
TAU,165.33,4.8,0.5,7,2,58.3,7.04,15.47,2011,11/21/11,11,2011,0.714285714
MIA,265.68,1.2,0.888888889,8,2,58.6,7.02,15.41,2011,11/22/11,11,2011,0.857142857
DOM,252,2.9,0.428571429,3,3,58.6,7,15.35,2011,11/24/11,11,2011,1
CLY,180.53,1.7,0.333333333,2,4,58.6,7,15.35,2011,11/24/11,11,2011,0.714285714
ZIL,231.86,4.7,NA,7,5,58.6,6.97,15.28,2011,11/26/11,11,2011,0.67
ZEN,242.13,4.6,NA,7,2,58.6,6.97,15.28,2011,11/26/11,11,2011,0.833333333
BAG,171.25,3.2,NA,10,3,58.6,6.97,15.28,2011,11/26/11,11,2011,0.777777778
OAS,124.32,4.2,NA,7,3,58.6,6.97,15.28,2011,11/26/11,11,2011,0.166666667
OMA,391.55,1.6,0.375,8,5,58.6,6.82,15.21,2011,11/28/11,11,2011,0.571428571
BAG,163.75,3.2,NA,10,3,58.6,6.82,15.21,2011,11/28/11,11,2011,0.777777778
ZIL,148.33,4.7,NA,7,5,58.6,6.82,15.21,2011,11/28/11,11,2011,0.67
SEA,491.04,4.1,NA,5,1,58.2,6.73,15.15,2011,11/29/11,11,2011,0.5
DON,363.4,5.2,NA,5,1,58.2,6.73,15.15,2011,11/29/11,11,2011,1
VEX,175.71,4,NA,7,2,58.2,6.73,15.15,2011,11/29/11,11,2011,0.666666667
ORE,199.2,3.9,0,8,2,58.2,6.73,15.15,2011,11/29/11,11,2011,0.142857143
TAU,188.73,4.9,0.5,7,2,58.2,6.73,15.15,2011,11/29/11,11,2011,0.714285714
ZEN,172.62,4.6,NA,7,2,50.2,6.63,15.15,2011,11/30/11,11,2011,0.833333333
ZOR,200.43,4.7,NA,7,4,50.2,6.63,15.15,2011,11/30/11,11,2011,NA
ZAI,214.7,2.3,0,8,3,29.2,6.54,15.2,2011,12/1/11,12,2011,0.166666667
MOJ,365.47,2.8,0,3,3,10.2,6.47,15.2,2011,12/2/11,12,2011,0
CLY,303.46,1.8,0.333333333,2,4,10.2,6.47,15.2,2011,12/2/11,12,2011,0.571428571
GOB,189.05,3.7,NA,11,2,10.2,6.47,15.2,2011,12/2/11,12,2011,0
TOR,221.4,2.1,0,8,1,10.2,6.47,15.2,2011,12/2/11,12,2011,0.222222222
CUE,267.36,1.2,1,5,4,9.3,6.42,15.16,2011,12/3/11,12,2011,1
OAS,176.8,4.2,NA,7,5,9.3,6.42,15.16,2011,12/3/11,12,2011,0.166666667
MOJ,204.53,2.8,0,3,3,8.7,6.32,15.27,2011,12/6/11,12,2011,0
BAG,220.11,3.2,NA,10,3,8.7,6.32,15.27,2011,12/6/11,12,2011,0.777777778
XAV,128.37,2.9,NA,7,4,8.7,6.31,15.27,2011,12/7/11,12,2011,0.666666667
VEX,297.66,4,NA,7,2,8.7,6.31,15.27,2011,12/7/11,12,2011,0.666666667
ISA,210.86,1.4,0.5,3,4,8.7,6.31,15.27,2011,12/7/11,12,2011,0.285714286
ERI,335.37,1.9,0,4,4,8.7,6.31,15.27,2011,12/7/11,12,2011,0
DON,525.2,5.2,NA,5,1,8.7,6.26,15.26,2011,12/8/11,12,2011,1
TEC,419.31,4.3,NA,8,2,8.7,6.26,15.26,2011,12/8/11,12,2011,1
TAU,946.13,4.9,0.5,7,2,8.7,6.26,15.26,2011,12/8/11,12,2011,0.571428571
ZIL,353.05,4.7,NA,7,4,6.4,6.19,15.25,2011,12/10/11,12,2011,0.666666667
VEX,334.29,4,NA,7,2,2.4,6.15,15.18,2011,12/12/11,12,2011,0.666666667
TEC,350.25,4.3,NA,8,2,2.4,6.15,15.18,2011,12/12/11,12,2011,1
BAG,284.8,3.3,NA,10,3,2.4,6.15,15.18,2011,12/12/11,12,2011,0.777777778
TAU,259.61,4.9,0.5,7,2,2.3,6.12,15.14,2011,12/13/11,12,2011,0.571428571
DON,461.29,5.2,NA,5,1,2.3,6.12,15.14,2011,12/13/11,12,2011,1
SEA,505.91,4.1,NA,5,1,2.3,6.12,15.14,2011,12/13/11,12,2011,0.5
ORE,244.45,4,0,8,2,2.3,6.12,15.14,2011,12/13/11,12,2011,0.142857143
DUD,214.97,3.3,NA,7,7,2.3,6.07,15.13,2011,12/14/11,12,2011,1
ZOR,298.36,4.7,NA,7,4,2.3,6.07,15.13,2011,12/14/11,12,2011,NA
GON,306.44,2.9,1,8,3,2.3,6.02,15.12,2011,12/15/11,12,2011,1
BAG,314,3.3,NA,10,3,2.3,5.96,15.1,2011,12/16/11,12,2011,0.777777778
ZIL,192.15,4.7,NA,7,4,2.3,5.95,15.09,2011,12/17/11,12,2011,0.666666667
JOK,253.52,2.1,0.5,2,0,2.3,5.88,15.05,2011,12/19/11,12,2011,1
VEX,358.56,4,NA,7,2,2.3,5.88,15.05,2011,12/19/11,12,2011,0.666666667
DIL,768.86,1.1,0,4,2,0.3,5.86,15.04,2011,12/21/11,12,2011,0.5
BAG,179.16,3.3,NA,10,3,0.3,5.86,15.04,2011,12/21/11,12,2011,0.777777778
DAL,278.57,2.6,0.25,4,1,0.3,5.86,15.04,2011,12/21/11,12,2011,0
GOB,258.93,3.7,NA,11,2,0.3,5.86,15.04,2011,12/21/11,12,2011,0
TAU,186.86,4.9,0.5,7,2,0,5.83,15.05,2011,12/22/11,12,2011,0.571428571
ORE,383.06,4,0,8,2,0,5.83,15.05,2011,12/22/11,12,2011,0.142857143
ZOR,272.38,4.7,NA,7,4,0,5.81,15.1,2011,12/23/11,12,2011,NA
MIA,421.22,1.2,0.888888889,8,2,0,5.81,15.1,2011,12/23/11,12,2011,0.857142857
OMA,279.12,1.7,0.375,8,5,0,5.81,15.1,2011,12/23/11,12,2011,0.571428571
DUD,187.92,3.4,NA,7,7,0,5.81,15.1,2011,12/23/11,12,2011,1
ZEN,233.58,4.7,NA,7,4,0,5.99,15.27,2011,12/27/11,12,2011,0.833333333
ORE,411.46,4,0,8,2,0,6.06,15.38,2011,12/29/11,12,2011,0.142857143
TAU,300.7,5,0.5,7,2,0,6.06,15.38,2011,12/29/11,12,2011,0.571428571
TEC,788.29,4.3,NA,8,2,0,6.06,15.38,2011,12/29/11,12,2011,1
BAG,253.12,3.3,NA,10,3,0,6.06,15.38,2011,12/29/11,12,2011,0.777777778
GOB,353.96,3.8,NA,11,2,0,6.06,15.38,2011,12/29/11,12,2011,0
ZOR,245.78,4.8,NA,7,4,0,6.05,15.45,2011,12/30/11,12,2011,NA
VEX,319.01,4.1,NA,7,2,0,6.05,15.45,2011,12/30/11,12,2011,0.666666667
SEA,442.62,4.2,NA,5,1,0,6.05,15.45,2011,12/30/11,12,2011,0.5
TEC,324,4.3,NA,8,2,0,6.16,15.63,2012,1/2/12,1,2012,1
ORE,269.84,4,0,8,2,0,6.16,15.63,2012,1/2/12,1,2012,0.142857143
ZOR,216,4.8,NA,7,3,0,6.15,15.69,2012,1/3/12,1,2012,NA
DOM,178.59,3.1,0.428571429,3,3,0,6.15,15.69,2012,1/3/12,1,2012,1
DUD,264.5,3.4,NA,7,6,0,6.14,15.65,2012,1/4/12,1,2012,1
ZEN,220.77,4.7,NA,7,3,0,6.14,15.65,2012,1/4/12,1,2012,0.833333333
XAV,312.4,3,NA,7,3,0,6.14,15.65,2012,1/4/12,1,2012,0.5
SEA,474.25,4.2,NA,5,1,0,6.14,15.65,2012,1/4/12,1,2012,0.5
ZIL,194.18,4.8,NA,7,3,0,6.14,15.65,2012,1/4/12,1,2012,0.5
CLY,420.9,1.8,0.333333333,2,4,0,6.1,15.69,2012,1/5/12,1,2012,0.571428571
TAU,442.07,5,0.5,7,2,0,6.1,15.69,2012,1/5/12,1,2012,0.571428571
GOB,343.6,3.8,NA,11,2,0,6.1,15.69,2012,1/5/12,1,2012,0
DIL,574.29,1.2,0,4,2,0,6.07,15.65,2012,1/6/12,1,2012,0.5
DON,140.91,5.3,NA,5,1,0,6.07,15.65,2012,1/6/12,1,2012,1
VEX,324.31,4.1,NA,7,2,0,6.07,15.65,2012,1/6/12,1,2012,0.5
MIA,315.93,1.3,0.888888889,8,2,0,6.07,15.65,2012,1/6/12,1,2012,0.857142857
BAG,257.12,3.3,NA,10,3,0,6.07,15.65,2012,1/6/12,1,2012,0.8
CUE,559.01,1.3,1,5,4,0,6.12,15.72,2012,1/7/12,1,2012,1
DON,645.33,5.3,NA,5,1,0,6.19,15.89,2012,1/9/12,1,2012,1
BAG,287.48,3.3,NA,10,3,0,6.19,15.89,2012,1/9/12,1,2012,0.8
TOR,318.33,2.2,0,8,1,0,6.19,15.89,2012,1/9/12,1,2012,0.2
TAU,369.35,5,0.5,7,2,0,6.19,15.89,2012,1/9/12,1,2012,0.571428571
TEC,336.1,4.4,NA,8,2,0,6.19,15.89,2012,1/9/12,1,2012,1
GOB,325.64,3.8,NA,11,2,0,6.19,15.89,2012,1/9/12,1,2012,0
OWE,230.96,2,0.833333333,8,4,0,6.19,15.89,2012,1/9/12,1,2012,0.714285714
OMA,477.92,1.7,0.375,8,5,0,6.24,16.01,2012,1/10/12,1,2012,0.714285714
DOM,195.6,3.1,0.428571429,3,3,0,6.24,16.01,2012,1/10/12,1,2012,1
VEX,337.89,4.1,NA,7,2,0,6.32,16.2,2012,1/12/12,1,2012,0.5
SEA,345.36,4.2,NA,5,1,1.2,6.35,16.24,2012,1/13/12,1,2012,0.5
DON,377.93,5.3,NA,5,1,1.6,6.38,16.2,2012,1/16/12,1,2012,1
ZIL,196.52,4.8,NA,7,3,1.6,6.38,16.2,2012,1/16/12,1,2012,0.5
ZEN,234.53,4.7,NA,7,3,1.6,6.38,16.2,2012,1/16/12,1,2012,0.833333333
ZOR,279.68,4.8,NA,7,3,1.6,6.38,16.2,2012,1/16/12,1,2012,NA
ORE,311.7,4.1,0,8,2,1.6,6.4,16.2,2012,1/17/12,1,2012,0.142857143
GON,193.86,3,1,8,3,1.6,6.4,16.2,2012,1/17/12,1,2012,1
TAU,262.51,5,0.5,7,2,1.6,6.4,16.2,2012,1/17/12,1,2012,0.571428571
TEC,286.09,4.4,NA,8,2,1.6,6.4,16.2,2012,1/17/12,1,2012,1
ZAI,478.65,2.5,0,8,3,1.6,6.42,16.18,2012,1/18/12,1,2012,0.166666667
DUD,303.71,3.4,NA,7,6,1.6,6.42,16.18,2012,1/18/12,1,2012,1
ZOR,303.03,4.8,NA,7,3,1.6,6.42,16.18,2012,1/18/12,1,2012,NA
VEX,333.82,4.1,NA,7,2,1.6,6.42,16.18,2012,1/18/12,1,2012,0.5
DAL,560.13,2.7,0.25,4,1,1.6,6.43,16.17,2012,1/19/12,1,2012,0
SEY,311.01,5.7,NA,8,0,1.6,6.52,16.22,2012,1/23/12,1,2012,0.375
DOM,139.07,3.1,0.428571429,3,3,1.6,6.52,16.22,2012,1/23/12,1,2012,1
TAU,503.11,5,0.5,7,2,1.6,6.51,16.25,2012,1/24/12,1,2012,0.571428571
ORE,565.9,4.1,0,8,2,1.6,6.51,16.25,2012,1/24/12,1,2012,0.142857143
ISA,301.91,1.5,0.5,3,4,1.6,6.51,16.25,2012,1/24/12,1,2012,0.428571429
SEA,264.67,4.3,NA,5,1,1.6,6.51,16.25,2012,1/24/12,1,2012,0.5
DON,442.29,5.4,NA,5,1,1.6,6.52,16.31,2012,1/25/12,1,2012,1
VEX,371.13,4.2,NA,7,2,1.6,6.96,16.53,2012,1/31/12,1,2012,0.5
ORE,439.43,4.1,0,8,2,1.6,6.96,16.53,2012,1/31/12,1,2012,0.142857143
TAU,369.4,5,0.5,7,2,1.6,6.96,16.53,2012,1/31/12,1,2012,0.571428571
TEC,497.83,4.4,NA,8,2,1.6,6.96,16.53,2012,1/31/12,1,2012,1
DON,551.85,5.4,NA,5,1,1.6,6.96,16.53,2012,1/31/12,1,2012,1
MOJ,386.58,3,0,3,3,1.6,6.99,16.56,2012,2/1/12,2,2012,0
DIL,374.48,1.3,0,4,2,1.6,7.05,16.59,2012,2/2/12,2,2012,0.25
OMA,473.61,1.8,0.375,8,5,1.6,7.22,16.75,2012,2/4/12,2,2012,0.714285714
CUE,481.05,1.3,1,5,4,1.6,7.22,16.75,2012,2/4/12,2,2012,1
TEC,374.3,4.4,NA,8,2,1.6,7.39,17.02,2012,2/6/12,2,2012,1
TAU,194.62,5.1,0.5,7,2,1.6,7.39,17.02,2012,2/6/12,2,2012,0.571428571
ORE,351.37,4.1,0,8,2,1.6,7.39,17.02,2012,2/6/12,2,2012,0.142857143
CLY,497.05,1.9,0.333333333,2,3,1.6,7.39,17.02,2012,2/6/12,2,2012,0.571428571
DAL,373.41,2.8,0.25,4,1,1.6,7.48,17.14,2012,2/9/12,2,2012,0
VEX,303.38,4.2,NA,7,2,1.6,7.48,17.14,2012,2/9/12,2,2012,0.5
ISA,429.62,1.6,0.5,3,3,1.6,7.48,17.14,2012,2/9/12,2,2012,0.285714286
MOJ,153.75,3,0,3,3,1.6,7.58,17.3,2012,2/11/12,2,2012,0
SEY,282.81,5.8,NA,8,0,1.6,7.58,17.3,2012,2/11/12,2,2012,0.375
DON,422.84,5.4,NA,5,1,1.6,7.58,17.3,2012,2/11/12,2,2012,1
DOM,153.24,3.2,0.428571429,3,3,1.6,7.58,17.3,2012,2/11/12,2,2012,1
SEA,435.37,4.3,NA,5,1,1.6,7.58,17.3,2012,2/11/12,2,2012,0.25
MOJ,319.2,3,0,3,3,0,7.92,17.93,2012,2/16/12,2,2012,0
DOM,400.67,3.2,0.428571429,3,3,0,7.92,17.93,2012,2/16/12,2,2012,1
GON,322.4,3.1,1,8,3,0,7.92,17.93,2012,2/16/12,2,2012,1
DON,498.34,5.4,NA,5,1,0,7.92,17.93,2012,2/16/12,2,2012,1
SEA,375.75,4.3,NA,5,1,0,7.92,17.93,2012,2/16/12,2,2012,0.25
JOK,453.55,2.2,0.5,2,0,0,8.04,18.14,2012,2/17/12,2,2012,1
TEC,492.54,4.5,NA,8,2,0,8.04,18.14,2012,2/17/12,2,2012,1
TAU,236.67,5.1,0.5,7,2,0,8.04,18.14,2012,2/17/12,2,2012,0.571428571
ERI,285.74,2.1,0,4,3,0,8.04,18.14,2012,2/17/12,2,2012,0
MOJ,372,3,0,3,3,0,8.25,18.52,2012,2/19/12,2,2012,0
SEY,399.52,5.8,NA,8,0,0,8.25,18.52,2012,2/19/12,2,2012,0.375
GON,235.73,3.1,1,8,3,0,8.25,18.52,2012,2/19/12,2,2012,1
DOM,252.99,3.2,0.428571429,3,3,0,8.25,18.52,2012,2/19/12,2,2012,1
MIA,355.55,1.4,0.888888889,8,2,0,8.53,19.11,2012,2/23/12,2,2012,0.857142857
VEX,347.21,4.2,NA,7,2,0,8.58,19.26,2012,2/25/12,2,2012,0.5
ORE,477.6,4.2,0,8,2,0,8.58,19.26,2012,2/25/12,2,2012,0.142857143
SEA,351,4.3,NA,5,1,0,8.58,19.26,2012,2/25/12,2,2012,0.25
DON,445.89,5.4,NA,5,1,0,8.58,19.26,2012,2/25/12,2,2012,1
TEC,442.11,4.5,NA,8,2,0,8.58,19.26,2012,2/25/12,2,2012,1
MOJ,393.42,3.1,0,3,3,0,8.52,19.39,2012,2/27/12,2,2012,0
TEC,393.46,4.5,NA,8,2,0,8.58,19.6,2012,2/29/12,2,2012,1
SEA,417.12,4.4,NA,5,1,0,8.58,19.6,2012,2/29/12,2,2012,0.25
TAU,229.58,5.1,0.5,7,2,0,8.58,19.6,2012,2/29/12,2,2012,0.571428571
VEX,339.37,4.3,NA,7,2,0,8.57,19.84,2012,3/2/12,3,2012,0.5
ORE,285,4.2,0,8,2,0,8.57,19.84,2012,3/2/12,3,2012,0.142857143
DOM,326.58,3.2,0.428571429,3,3,0,8.57,19.84,2012,3/2/12,3,2012,1
SEY,357.57,5.8,NA,8,0,0,8.57,19.84,2012,3/2/12,3,2012,0.375
JOK,499.62,2.3,0.5,2,0,0,8.57,19.84,2012,3/2/12,3,2012,1
OMA,404.07,1.9,0.375,8,5,0,8.59,20,2012,3/3/12,3,2012,0.714285714
MIA,359.65,1.4,0.888888889,8,2,0,8.59,20,2012,3/3/12,3,2012,0.857142857
GON,209.22,3.1,1,8,3,0,8.59,20,2012,3/3/12,3,2012,1
VEX,356.54,4.3,NA,7,2,0,8.68,20.21,2012,3/5/12,3,2012,0.5
DON,318.47,5.5,NA,5,1,0,8.68,20.21,2012,3/5/12,3,2012,1
TEC,337.78,4.5,NA,8,2,0,8.68,20.28,2012,3/6/12,3,2012,1
SEY,283.66,5.8,NA,8,0,0,8.68,20.28,2012,3/6/12,3,2012,0.375
TAU,391.16,5.1,0.5,7,2,0,8.72,20.33,2012,3/8/12,3,2012,0.571428571
CLY,353.71,2,0.333333333,2,4,0,8.73,20.35,2012,3/9/12,3,2012,0.571428571
DAL,420.83,2.8,0.25,4,1,0,8.73,20.35,2012,3/9/12,3,2012,0
ORE,395.14,4.2,0,8,2,0,8.73,20.35,2012,3/9/12,3,2012,0.142857143
MOJ,298.26,3.1,0,3,3,0,8.73,20.35,2012,3/9/12,3,2012,0
CUE,342.26,1.4,1,5,4,0,8.73,20.35,2012,3/9/12,3,2012,1
OWE,326.8,2.2,0.833333333,8,4,0,8.73,20.35,2012,3/9/12,3,2012,0.857142857
TEC,270.84,4.5,NA,8,2,0,8.78,20.44,2012,3/10/12,3,2012,1
VEX,201.79,4.3,NA,7,2,0,8.87,20.69,2012,3/12/12,3,2012,0.5
BAG,193.53,3.5,NA,10,3,0,8.87,20.69,2012,3/12/12,3,2012,0.8
GON,232.35,3.2,1,8,3,0,8.98,20.8,2012,3/14/12,3,2012,1
MOJ,295.23,3.1,0,3,3,0,8.98,20.8,2012,3/14/12,3,2012,0
SEY,317.2,5.9,NA,8,0,0,8.98,20.8,2012,3/14/12,3,2012,0.375
DOM,299.76,3.3,0.428571429,3,3,0,8.98,20.8,2012,3/14/12,3,2012,1
SEA,355.42,4.4,NA,5,1,0,9.03,20.98,2012,3/16/12,3,2012,0.25
VIP,215.52,3.4,NA,8,2,0,9.03,20.98,2012,3/16/12,3,2012,0.166666667
DON,356.27,5.5,NA,5,1,0,9.03,20.98,2012,3/16/12,3,2012,1
TAU,370.03,5.2,0.5,7,2,0,9.03,20.98,2012,3/16/12,3,2012,0.571428571
GON,284.38,3.2,1,8,3,0,9.09,21.26,2012,3/19/12,3,2012,1
ORE,236.91,4.2,0,8,2,0,9.11,21.23,2012,3/20/12,3,2012,0.142857143
SEA,515.75,4.4,NA,5,1,0,9.11,21.3,2012,3/21/12,3,2012,0.25
SEY,355.07,5.9,NA,8,0,0,9.11,21.3,2012,3/21/12,3,2012,0.375
TAU,340.28,5.2,0.5,7,2,0,9.11,21.3,2012,3/21/12,3,2012,0.571428571
SEA,409.55,4.4,NA,5,1,6.1,9.16,21.63,2012,3/30/12,3,2012,0.25
DON,652.6,5.5,NA,5,1,6.1,9.16,21.63,2012,3/30/12,3,2012,1
TEC,621.97,4.6,NA,8,2,6.1,9.16,21.63,2012,3/30/12,3,2012,1
MOJ,419.17,3.2,0,3,3,6.1,9.16,21.63,2012,3/30/12,3,2012,0
TAU,261.6,5.2,0.5,7,2,6.1,9.16,21.63,2012,3/30/12,3,2012,0.571428571
VEX,393.36,4.3,NA,7,2,6.1,9.21,21.69,2012,3/31/12,3,2012,0.5
SEA,302.44,4.5,NA,5,1,6.1,9.07,21.85,2012,4/6/12,4,2012,0.25
DON,568.5,5.6,NA,5,1,6.1,9.06,21.92,2012,4/7/12,4,2012,1
DAL,385.06,2.9,0.25,4,1,6.1,9.06,21.92,2012,4/7/12,4,2012,0
ZEN,327.36,5,NA,7,1,6.1,9,21.92,2012,4/9/12,4,2012,0.833333333
ZOR,362.59,5,NA,7,2,6.1,9,21.92,2012,4/9/12,4,2012,NA
DUD,627.33,3.7,NA,7,4,6.1,8.94,21.81,2012,4/17/12,4,2012,1
ZEN,92.95,5,NA,7,1,6.1,8.94,21.81,2012,4/17/12,4,2012,0.833333333
ZOR,120.15,5,NA,7,2,6.1,8.94,21.81,2012,4/17/12,4,2012,NA
ISA,336.83,1.8,0.5,3,4,6.1,8.97,21.82,2012,4/18/12,4,2012,0.428571429
TEC,485.38,4.6,NA,8,2,6.1,8.97,21.82,2012,4/18/12,4,2012,1
OWE,396.83,2.3,0.833333333,8,4,6.1,8.97,21.82,2012,4/18/12,4,2012,0.714285714
CUE,264.73,1.5,1,5,4,6.1,8.97,21.82,2012,4/18/12,4,2012,1
GON,308.77,3.3,1,8,3,6.1,9.03,21.89,2012,4/19/12,4,2012,1
MOJ,268.44,3.2,0,3,3,6.1,9.03,21.89,2012,4/19/12,4,2012,0
OMA,473.12,2,0.375,8,5,6.1,9.03,21.89,2012,4/19/12,4,2012,0.714285714
SEY,433.02,5.9,NA,8,0,6.1,9.03,21.89,2012,4/19/12,4,2012,0.375
DOM,329.08,3.4,0.428571429,3,3,6.1,9.03,21.89,2012,4/19/12,4,2012,1
GOB,304.98,4.1,NA,11,2,6.1,9.03,21.89,2012,4/19/12,4,2012,0.111111111
DON,551.57,5.6,NA,5,1,6.1,9.12,21.96,2012,4/20/12,4,2012,1
SEA,288.97,4.5,NA,5,1,6.1,9.12,21.96,2012,4/20/12,4,2012,0.25
BAG,249.09,3.6,NA,10,3,0.4,9.34,22.25,2012,4/24/12,4,2012,0.888888889
